,mutation,Mean(LP),Std(Speed),Std(SA),Max(LP),Max(Acc),Max(SA),Mean(SA),Mean(SAS),Std(SAS),Mean(LS),Std(LS),Min(LP),Std(LP),Max(Speed),Mean(Acc),Min(Acc),Std(Acc),Mean(TPP),Std(TPP)
27,udacity_change_weights_initialisation_mutated0_MP_glorot_uniform_3,"('killed: True', 'Sector number: 10', ' p_value: 0.036', ' effect_size: -0.6642200796922392')","('killed: True', 'Sector number: 2', ' p_value: 0.015', ' effect_size: 0.7696648393436964')","('killed: True', 'Sector number: 2', ' p_value: 0.005', ' effect_size: -0.8781608842621972')","('killed: True', 'Sector number: 10', ' p_value: 0.003', ' effect_size: -0.952077404479907')","('killed: True', 'Sector number: 1', ' p_value: 0.006', ' effect_size: 0.8710590848666422')","('killed: True', 'Sector number: 2', ' p_value: 0.012', ' effect_size: -0.796824967844227')","('killed: True', 'Sector number: 1', ' p_value: 0.029', ' effect_size: -0.6888478376024423')","('killed: True', 'Sector number: 3', ' p_value: 0.006', ' effect_size: 0.8719678973728483')",Not killed by this metric,"('killed: True', 'Sector number: 16', ' p_value: 0.009', ' effect_size: -0.8230613495538711')","('killed: True', 'Sector number: 3', ' p_value: 0.022', ' effect_size: -0.721852453720752')","('killed: True', 'Sector number: 10', ' p_value: 0.043', ' effect_size: -0.639029723306854')","('killed: True', 'Sector number: 0', ' p_value: 0.01', ' effect_size: -0.810319334637614')","('killed: True', 'Sector number: 2', ' p_value: 0.017', ' effect_size: 0.7545633649835738')","('killed: True', 'Sector number: 2', ' p_value: 0.027', ' effect_size: 0.6977052459288376')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.001', ' effect_size: -1.0326956090302217')","('killed: True', 'Sector number: 2', ' p_value: 0.043', ' effect_size: 0.6399487920461661')","('killed: True', 'Sector number: 15', ' p_value: 0.02', ' effect_size: -0.7333676510131389')"
28,udacity_change_weights_initialisation_mutated0_MP_he_normal_3,"('killed: True', 'Sector number: 20', ' p_value: 0.0', ' effect_size: -1.2115730663114301')","('killed: True', 'Sector number: 2', ' p_value: 0.012', ' effect_size: 0.7937460336825496')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.035', ' effect_size: -0.6674431792057918')","('killed: True', 'Sector number: 0', ' p_value: 0.014', ' effect_size: 0.7731429904259922')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 9', ' p_value: 0.019', ' effect_size: 0.7428296859172063')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.3509064593945272')","('killed: True', 'Sector number: 20', ' p_value: 0.005', ' effect_size: -0.8900990920130508')","('killed: True', 'Sector number: 10', ' p_value: 0.048', ' effect_size: -0.625495334875337')","('killed: True', 'Sector number: 6', ' p_value: 0.032', ' effect_size: 0.6793232484984697')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: 1.0298283333301421')",Not killed by this metric,Not killed by this metric,Not killed by this metric,Not killed by this metric
29,udacity_change_weights_initialisation_mutated0_MP_identity_4,"('killed: True', 'Sector number: 12', ' p_value: 0.01', ' effect_size: -0.8179174538868317')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.003', ' effect_size: -0.9355778285251746')","('killed: True', 'Sector number: 10', ' p_value: 0.007', ' effect_size: -0.8500131975184')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: 1.1062896969444898')","('killed: True', 'Sector number: 15', ' p_value: 0.029', ' effect_size: -0.6884632217771661')",Not killed by this metric,Not killed by this metric,Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.5256954467200459')","('killed: True', 'Sector number: 10', ' p_value: 0.017', ' effect_size: -0.7543287088817798')","('killed: True', 'Sector number: 10', ' p_value: 0.019', ' effect_size: -0.7440127349000867')","('killed: True', 'Sector number: 16', ' p_value: 0.035', ' effect_size: 0.6674209972925139')","('killed: True', 'Sector number: 15', ' p_value: 0.003', ' effect_size: 0.9371767971183578')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.001', ' effect_size: 1.0520573254957377')","('killed: True', 'Sector number: 15', ' p_value: 0.007', ' effect_size: -0.8458888474527275')"
30,udacity_change_weights_initialisation_mutated0_MP_lecun_uniform_4,"('killed: True', 'Sector number: 12', ' p_value: 0.006', ' effect_size: -0.8758486472158228')","('killed: True', 'Sector number: 1', ' p_value: 0.024', ' effect_size: 0.7132961483133937')","('killed: True', 'Sector number: 2', ' p_value: 0.041', ' effect_size: -0.6452442990461551')","('killed: True', 'Sector number: 11', ' p_value: 0.019', ' effect_size: -0.743239040138051')","('killed: True', 'Sector number: 1', ' p_value: 0.017', ' effect_size: 0.7574994909809489')",Not killed by this metric,"('killed: True', 'Sector number: 14', ' p_value: 0.029', ' effect_size: -0.6917486110649267')","('killed: True', 'Sector number: 5', ' p_value: 0.018', ' effect_size: 0.7451942691246651')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.001', ' effect_size: -1.07263097535511')","('killed: True', 'Sector number: 13', ' p_value: 0.024', ' effect_size: -0.7132150477685689')","('killed: True', 'Sector number: 10', ' p_value: 0.047', ' effect_size: -0.6271812292502581')","('killed: True', 'Sector number: 6', ' p_value: 0.041', ' effect_size: 0.6454105746719434')","('killed: True', 'Sector number: 2', ' p_value: 0.015', ' effect_size: 0.7671468519326209')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.34173415282101')",Not killed by this metric,Not killed by this metric
31,udacity_change_weights_initialisation_mutated0_MP_orthogonal_4,"('killed: True', 'Sector number: 10', ' p_value: 0.02', ' effect_size: -0.7365865963770257')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.014', ' effect_size: -0.7807911693234801')","('killed: True', 'Sector number: 10', ' p_value: 0.012', ' effect_size: -0.7979341438892046')","('killed: True', 'Sector number: 0', ' p_value: 0.002', ' effect_size: 0.9659446540266005')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.006', ' effect_size: 0.8653490653316799')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.1499945750856764')","('killed: True', 'Sector number: 13', ' p_value: 0.012', ' effect_size: -0.7962918618379026')","('killed: True', 'Sector number: 10', ' p_value: 0.002', ' effect_size: -0.9597572026742861')","('killed: True', 'Sector number: 2', ' p_value: 0.036', ' effect_size: 0.6621370858412599')","('killed: True', 'Sector number: 2', ' p_value: 0.008', ' effect_size: 0.8426093810131231')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.3142543398082926')",Not killed by this metric,Not killed by this metric
32,udacity_change_weights_initialisation_mutated0_MP_random_normal_4,"('killed: True', 'Sector number: 12', ' p_value: 0.049', ' effect_size: -0.6213155137379294')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.014', ' effect_size: -0.7799596508681982')","('killed: True', 'Sector number: 16', ' p_value: 0.04', ' effect_size: -0.6498862440271176')","('killed: True', 'Sector number: 1', ' p_value: 0.002', ' effect_size: 0.9562625470137033')","('killed: True', 'Sector number: 16', ' p_value: 0.036', ' effect_size: -0.6629174872813716')","('killed: True', 'Sector number: 14', ' p_value: 0.009', ' effect_size: -0.8202562435239688')","('killed: True', 'Sector number: 3', ' p_value: 0.004', ' effect_size: 0.9025169243390948')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.005', ' effect_size: -0.880109848257267')","('killed: True', 'Sector number: 3', ' p_value: 0.031', ' effect_size: -0.6810355069521573')",Not killed by this metric,"('killed: True', 'Sector number: 10', ' p_value: 0.045', ' effect_size: -0.6350673700288664')","('killed: True', 'Sector number: 6', ' p_value: 0.038', ' effect_size: 0.6549470186448841')","('killed: True', 'Sector number: 15', ' p_value: 0.014', ' effect_size: 0.7779553754811597')","('killed: True', 'Sector number: 20', ' p_value: 0.048', ' effect_size: 0.625447345529256')","('killed: True', 'Sector number: 3', ' p_value: 0.001', ' effect_size: -1.0614620310392882')","('killed: True', 'Sector number: 15', ' p_value: 0.012', ' effect_size: 0.7927075775123537')","('killed: True', 'Sector number: 15', ' p_value: 0.007', ' effect_size: -0.8579134633933875')"
33,udacity_change_weights_initialisation_mutated0_MP_random_uniform_4,"('killed: True', 'Sector number: 10', ' p_value: 0.049', ' effect_size: -0.621335264629918')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.004', ' effect_size: -0.9152662781469716')","('killed: True', 'Sector number: 10', ' p_value: 0.001', ' effect_size: -1.03019860933908')","('killed: True', 'Sector number: 0', ' p_value: 0.004', ' effect_size: 0.9184095495239881')","('killed: True', 'Sector number: 15', ' p_value: 0.027', ' effect_size: -0.6993468260301312')","('killed: True', 'Sector number: 21', ' p_value: 0.037', ' effect_size: -0.6608382703206586')",Not killed by this metric,Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.338612790626709')","('killed: True', 'Sector number: 13', ' p_value: 0.001', ' effect_size: -1.0327328609764557')","('killed: True', 'Sector number: 10', ' p_value: 0.001', ' effect_size: -1.1004280998780651')","('killed: True', 'Sector number: 16', ' p_value: 0.041', ' effect_size: 0.6452744299737787')","('killed: True', 'Sector number: 15', ' p_value: 0.005', ' effect_size: 0.8896358884103613')","('killed: True', 'Sector number: 15', ' p_value: 0.029', ' effect_size: 0.6917247774434602')","('killed: True', 'Sector number: 15', ' p_value: 0.006', ' effect_size: -0.87148958994056')","('killed: True', 'Sector number: 1', ' p_value: 0.002', ' effect_size: 0.9862849929986254')","('killed: True', 'Sector number: 15', ' p_value: 0.003', ' effect_size: -0.9516031681421447')"
34,udacity_change_weights_initialisation_mutated0_MP_variance_scaling_4,"('killed: True', 'Sector number: 12', ' p_value: 0.031', ' effect_size: -0.6819725854930412')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.012', ' effect_size: -0.7953210712576914')","('killed: True', 'Sector number: 15', ' p_value: 0.008', ' effect_size: -0.8331343033063964')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: 1.3182831154924464')",Not killed by this metric,"('killed: True', 'Sector number: 21', ' p_value: 0.02', ' effect_size: -0.7353964756655785')","('killed: True', 'Sector number: 3', ' p_value: 0.021', ' effect_size: 0.7279726332480442')",Not killed by this metric,"('killed: True', 'Sector number: 26', ' p_value: 0.004', ' effect_size: -0.9027218714376358')","('killed: True', 'Sector number: 3', ' p_value: 0.018', ' effect_size: -0.7513314007741924')",Not killed by this metric,"('killed: True', 'Sector number: 10', ' p_value: 0.03', ' effect_size: -0.6845090145626699')","('killed: True', 'Sector number: 2', ' p_value: 0.047', ' effect_size: 0.6293974013467057')","('killed: True', 'Sector number: 2', ' p_value: 0.036', ' effect_size: 0.6635761605768309')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.2794400241668018')","('killed: True', 'Sector number: 2', ' p_value: 0.044', ' effect_size: 0.6362853070452821')","('killed: True', 'Sector number: 2', ' p_value: 0.045', ' effect_size: -0.6347220957776322')"
35,udacity_change_weights_initialisation_mutated0_MP_zeros_5,"('killed: True', 'Sector number: 12', ' p_value: 0.043', ' effect_size: -0.6397546220339455')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.024', ' effect_size: -0.7132709044821768')","('killed: True', 'Sector number: 11', ' p_value: 0.03', ' effect_size: -0.6844250476039218')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: 1.2772865909159936')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.012', ' effect_size: 0.7928812281831341')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.009', ' effect_size: -0.8266295986450897')","('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.53855182442595')","('killed: True', 'Sector number: 10', ' p_value: 0.026', ' effect_size: -0.7044318074763299')","('killed: True', 'Sector number: 14', ' p_value: 0.005', ' effect_size: -0.8901744821777149')","('killed: True', 'Sector number: 16', ' p_value: 0.016', ' effect_size: 0.7647166578999199')","('killed: True', 'Sector number: 2', ' p_value: 0.036', ' effect_size: 0.6640943398794176')","('killed: True', 'Sector number: 20', ' p_value: 0.046', ' effect_size: 0.630981464208805')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.22910845677724')","('killed: True', 'Sector number: 15', ' p_value: 0.038', ' effect_size: 0.6557641596465169')","('killed: True', 'Sector number: 15', ' p_value: 0.015', ' effect_size: -0.771521541370298')"
36,udacity_delete_training_data_mutated0_MP_18.57,"('killed: True', 'Sector number: 15', ' p_value: 0.018', ' effect_size: -0.7452415682934593')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 11', ' p_value: 0.031', ' effect_size: -0.6809712223428949')","('killed: True', 'Sector number: 0', ' p_value: 0.01', ' effect_size: 0.816018372572895')",Not killed by this metric,"('killed: True', 'Sector number: 20', ' p_value: 0.011', ' effect_size: -0.8059146528832823')","('killed: True', 'Sector number: 3', ' p_value: 0.025', ' effect_size: 0.7096623954962132')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 12', ' p_value: 0.037', ' effect_size: -0.6584101753148769')","('killed: True', 'Sector number: 21', ' p_value: 0.042', ' effect_size: -0.6438109137241373')","('killed: True', 'Sector number: 10', ' p_value: 0.024', ' effect_size: -0.7144374446082291')","('killed: True', 'Sector number: 6', ' p_value: 0.001', ' effect_size: 1.0388888010174755')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.1093849267092817')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.049', ' effect_size: -0.6230727433798998')"
37,udacity_delete_training_data_mutated0_MP_30.93,"('killed: True', 'Sector number: 19', ' p_value: 0.043', ' effect_size: -0.6409782493278237')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.042', ' effect_size: -0.6436473790843695')","('killed: True', 'Sector number: 11', ' p_value: 0.005', ' effect_size: -0.8847768412604347')","('killed: True', 'Sector number: 0', ' p_value: 0.008', ' effect_size: 0.8341570761625504')","('killed: True', 'Sector number: 0', ' p_value: 0.031', ' effect_size: -0.6813621853772246')","('killed: True', 'Sector number: 20', ' p_value: 0.001', ' effect_size: -1.0883176182701098')","('killed: True', 'Sector number: 16', ' p_value: 0.008', ' effect_size: 0.8357525939315475')","('killed: True', 'Sector number: 24', ' p_value: 0.046', ' effect_size: -0.6309152047364079')","('killed: True', 'Sector number: 26', ' p_value: 0.035', ' effect_size: -0.6681644676115832')","('killed: True', 'Sector number: 12', ' p_value: 0.01', ' effect_size: -0.8143269539711624')","('killed: True', 'Sector number: 13', ' p_value: 0.019', ' effect_size: -0.7424743954060882')","('killed: True', 'Sector number: 12', ' p_value: 0.047', ' effect_size: -0.629364141475774')","('killed: True', 'Sector number: 16', ' p_value: 0.001', ' effect_size: 1.0323453363408128')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: 1.0640516220513188')","('killed: True', 'Sector number: 15', ' p_value: 0.009', ' effect_size: 0.8268189306073811')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.1752891722790633')","('killed: True', 'Sector number: 15', ' p_value: 0.001', ' effect_size: 1.0169314773611877')","('killed: True', 'Sector number: 15', ' p_value: 0.0', ' effect_size: -1.133050882880901')"
38,udacity_delete_training_data_mutated0_MP_37.12,"('killed: True', 'Sector number: 15', ' p_value: 0.001', ' effect_size: -1.0820820714859087')",Not killed by this metric,"('killed: True', 'Sector number: 1', ' p_value: 0.018', ' effect_size: -0.7499578657109978')","('killed: True', 'Sector number: 15', ' p_value: 0.001', ' effect_size: -1.0855438182587784')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: 1.3979362477233295')","('killed: True', 'Sector number: 0', ' p_value: 0.006', ' effect_size: -0.8641978746907567')","('killed: True', 'Sector number: 20', ' p_value: 0.003', ' effect_size: -0.926394413950699')","('killed: True', 'Sector number: 9', ' p_value: 0.018', ' effect_size: 0.7511263300349503')","('killed: True', 'Sector number: 26', ' p_value: 0.007', ' effect_size: -0.859087892976755')","('killed: True', 'Sector number: 25', ' p_value: 0.014', ' effect_size: -0.7759582892025286')","('killed: True', 'Sector number: 12', ' p_value: 0.014', ' effect_size: -0.779790470366229')","('killed: True', 'Sector number: 15', ' p_value: 0.025', ' effect_size: -0.7076596370945879')","('killed: True', 'Sector number: 0', ' p_value: 0.014', ' effect_size: -0.7750253234031756')","('killed: True', 'Sector number: 16', ' p_value: 0.007', ' effect_size: 0.8522936915515058')","('killed: True', 'Sector number: 0', ' p_value: 0.038', ' effect_size: 0.655656569877084')","('killed: True', 'Sector number: 10', ' p_value: 0.029', ' effect_size: 0.6923480263133901')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.304272741196478')",Not killed by this metric,"('killed: True', 'Sector number: 16', ' p_value: 0.042', ' effect_size: -0.6441978601550882')"
39,udacity_delete_training_data_mutated0_MP_49.5,"('killed: True', 'Sector number: 23', ' p_value: 0.027', ' effect_size: -0.6980059591303983')","('killed: True', 'Sector number: 1', ' p_value: 0.046', ' effect_size: 0.6300499193073538')","('killed: True', 'Sector number: 16', ' p_value: 0.009', ' effect_size: -0.8291789517504873')","('killed: True', 'Sector number: 23', ' p_value: 0.021', ' effect_size: -0.7322985489714375')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: 1.1368039274651736')","('killed: True', 'Sector number: 16', ' p_value: 0.025', ' effect_size: -0.7097962247756805')","('killed: True', 'Sector number: 20', ' p_value: 0.002', ' effect_size: -0.9949890203535138')","('killed: True', 'Sector number: 0', ' p_value: 0.04', ' effect_size: 0.6501596434972139')",Not killed by this metric,"('killed: True', 'Sector number: 26', ' p_value: 0.003', ' effect_size: -0.9375121425349723')",Not killed by this metric,"('killed: True', 'Sector number: 24', ' p_value: 0.01', ' effect_size: -0.8096111898102464')","('killed: True', 'Sector number: 0', ' p_value: 0.042', ' effect_size: -0.6424599784755656')","('killed: True', 'Sector number: 16', ' p_value: 0.006', ' effect_size: 0.8766108271014871')","('killed: True', 'Sector number: 2', ' p_value: 0.004', ' effect_size: 0.9139045369332348')","('killed: True', 'Sector number: 15', ' p_value: 0.039', ' effect_size: 0.6521177026711111')","('killed: True', 'Sector number: 3', ' p_value: 0.003', ' effect_size: -0.9343711787323129')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.036', ' effect_size: -0.6631191367086818')"
40,udacity_delete_training_data_mutated0_MP_6.19,"('killed: True', 'Sector number: 11', ' p_value: 0.035', ' effect_size: -0.6682415872913738')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: 1.0933050652415441')","('killed: True', 'Sector number: 1', ' p_value: 0.026', ' effect_size: -0.7042334511284499')","('killed: True', 'Sector number: 10', ' p_value: 0.006', ' effect_size: -0.8706721945998024')","('killed: True', 'Sector number: 1', ' p_value: 0.034', ' effect_size: 0.6688335975536231')","('killed: True', 'Sector number: 1', ' p_value: 0.003', ' effect_size: -0.9303328115310449')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: -1.1154536687435799')","('killed: True', 'Sector number: 16', ' p_value: 0.011', ' effect_size: 0.8013438860643655')","('killed: True', 'Sector number: 19', ' p_value: 0.026', ' effect_size: -0.7032718348737207')",Not killed by this metric,"('killed: True', 'Sector number: 12', ' p_value: 0.005', ' effect_size: -0.8793597130938023')","('killed: True', 'Sector number: 11', ' p_value: 0.004', ' effect_size: -0.9126298635377796')","('killed: True', 'Sector number: 10', ' p_value: 0.004', ' effect_size: -0.9174475299558076')","('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: 1.1266033838654572')","('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: 1.533383986171786')","('killed: True', 'Sector number: 4', ' p_value: 0.024', ' effect_size: 0.7136648573136258')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.688096349813493')","('killed: True', 'Sector number: 2', ' p_value: 0.002', ' effect_size: 1.0008639101446553')","('killed: True', 'Sector number: 2', ' p_value: 0.003', ' effect_size: -0.939572640091183')"
41,udacity_delete_training_data_mutated0_MP_9.29,"('killed: True', 'Sector number: 16', ' p_value: 0.0', ' effect_size: -1.4442044171061243')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: 1.1080067016325177')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: -1.0166869671755085')","('killed: True', 'Sector number: 10', ' p_value: 0.015', ' effect_size: -0.7707642659780475')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: 1.788081802380516')","('killed: True', 'Sector number: 16', ' p_value: 0.0', ' effect_size: -1.1071261664939358')","('killed: True', 'Sector number: 14', ' p_value: 0.009', ' effect_size: -0.828101740175187')","('killed: True', 'Sector number: 3', ' p_value: 0.01', ' effect_size: 0.809827174401963')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.036', ' effect_size: -0.6625171927222312')","('killed: True', 'Sector number: 16', ' p_value: 0.0', ' effect_size: -1.1708036393300898')",Not killed by this metric,"('killed: True', 'Sector number: 10', ' p_value: 0.04', ' effect_size: -0.6484227301147325')","('killed: True', 'Sector number: 16', ' p_value: 0.0', ' effect_size: 1.1497609738684216')","('killed: True', 'Sector number: 0', ' p_value: 0.014', ' effect_size: 0.778099066671423')","('killed: True', 'Sector number: 16', ' p_value: 0.002', ' effect_size: 0.9994155477465356')","('killed: True', 'Sector number: 15', ' p_value: 0.019', ' effect_size: -0.7430529116070135')","('killed: True', 'Sector number: 9', ' p_value: 0.015', ' effect_size: 0.7671135757180212')","('killed: True', 'Sector number: 15', ' p_value: 0.04', ' effect_size: -0.6484324654833481')"
42,udacity_make_output_classes_overlap_mutated0_MP_100,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -3.8932670869483768')","('killed: True', 'Sector number: 2', ' p_value: 0.011', ' effect_size: 0.804168042561633')","('killed: True', 'Sector number: 0', ' p_value: 0.031', ' effect_size: -0.6836841305620152')","('killed: True', 'Sector number: 2', ' p_value: 0.012', ' effect_size: -0.790439982302555')","('killed: True', 'Sector number: 1', ' p_value: 0.024', ' effect_size: 0.7158910803642988')","('killed: True', 'Sector number: 0', ' p_value: 0.004', ' effect_size: -0.9112860143769645')","('killed: True', 'Sector number: 20', ' p_value: 0.005', ' effect_size: -0.897201611208058')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: 1.1773236589843583')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: -1.6574991989791215')","('killed: True', 'Sector number: 5', ' p_value: 0.0', ' effect_size: -1.2222514151817938')","('killed: True', 'Sector number: 3', ' p_value: 0.004', ' effect_size: -0.9057354262858343')","('killed: True', 'Sector number: 2', ' p_value: 0.036', ' effect_size: -0.6618750190280444')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.2029418229813793')","('killed: True', 'Sector number: 1', ' p_value: 0.02', ' effect_size: 0.7374344742247451')","('killed: True', 'Sector number: 2', ' p_value: 0.006', ' effect_size: 0.8626328263305896')","('killed: True', 'Sector number: 2', ' p_value: 0.006', ' effect_size: 0.8753910750833895')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.5330050302481437')","('killed: True', 'Sector number: 0', ' p_value: 0.002', ' effect_size: 0.9965411468125562')","('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: -1.1406837714451974')"
43,udacity_make_output_classes_overlap_mutated0_MP_12.5,"('killed: True', 'Sector number: 3', ' p_value: 0.045', ' effect_size: -0.6331470672563121')","('killed: True', 'Sector number: 1', ' p_value: 0.039', ' effect_size: 0.6526981593475919')","('killed: True', 'Sector number: 0', ' p_value: 0.043', ' effect_size: -0.6390279953526351')","('killed: True', 'Sector number: 23', ' p_value: 0.0', ' effect_size: -1.103622671085776')","('killed: True', 'Sector number: 0', ' p_value: 0.006', ' effect_size: 0.8721025760800016')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.5123192812025286')","('killed: True', 'Sector number: 3', ' p_value: 0.012', ' effect_size: -0.798918433887846')","('killed: True', 'Sector number: 9', ' p_value: 0.008', ' effect_size: 0.8451732935167039')","('killed: True', 'Sector number: 0', ' p_value: 0.004', ' effect_size: -0.9202599576516883')",Not killed by this metric,"('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.132250484095579')","('killed: True', 'Sector number: 3', ' p_value: 0.017', ' effect_size: -0.7546457591181147')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.033', ' effect_size: 0.6726678510901648')",Not killed by this metric,"('killed: True', 'Sector number: 4', ' p_value: 0.004', ' effect_size: 0.9210619230747066')","('killed: True', 'Sector number: 4', ' p_value: 0.003', ' effect_size: -0.9440574403514828')","('killed: True', 'Sector number: 4', ' p_value: 0.037', ' effect_size: 0.6593978254365949')","('killed: True', 'Sector number: 4', ' p_value: 0.004', ' effect_size: -0.910359475533057')"
44,udacity_make_output_classes_overlap_mutated0_MP_25.0,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.5732582916597369')","('killed: True', 'Sector number: 1', ' p_value: 0.04', ' effect_size: 0.6500007224823682')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: -1.1437992533039802')","('killed: True', 'Sector number: 3', ' p_value: 0.001', ' effect_size: -1.093155273800089')","('killed: True', 'Sector number: 0', ' p_value: 0.044', ' effect_size: 0.6360950688943823')","('killed: True', 'Sector number: 0', ' p_value: 0.013', ' effect_size: -0.7826313568697356')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9691266812750469')","('killed: True', 'Sector number: 3', ' p_value: 0.018', ' effect_size: 0.7494981275202094')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: -1.64787395510025')","('killed: True', 'Sector number: 7', ' p_value: 0.001', ' effect_size: -1.0994249663424707')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9734138873455888')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9576093271814081')","('killed: True', 'Sector number: 0', ' p_value: 0.004', ' effect_size: -0.9058622999986927')","('killed: True', 'Sector number: 1', ' p_value: 0.02', ' effect_size: 0.7357380941136575')","('killed: True', 'Sector number: 2', ' p_value: 0.003', ' effect_size: 0.9291885381988287')","('killed: True', 'Sector number: 6', ' p_value: 0.046', ' effect_size: 0.629993758631293')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9905842241773979')","('killed: True', 'Sector number: 9', ' p_value: 0.013', ' effect_size: 0.786335983149742')","('killed: True', 'Sector number: 10', ' p_value: 0.005', ' effect_size: -0.8820099875873906')"
